mode,spatial,singular,m_c,m_h,T_c,T_h,vel_ratio
17,0.0015390170315978974,21.331855601522136,74.33797,0.72215,26.61,32.62,102.93979090216715
18,0.012584686054641187,20.427533442554335,74.33797,0.72215,26.61,32.62,102.93979090216715
19,0.01012284911396002,19.885213446899126,74.33797,0.72215,26.61,32.62,102.93979090216715
0,0.006714512297554308,57.670899003945586,74.33797,0.72215,26.61,32.62,102.93979090216715
1,0.0003011542975528459,52.565487541990386,74.33797,0.72215,26.61,32.62,102.93979090216715
2,0.006388174775798674,44.94640287611329,74.33797,0.72215,26.61,32.62,102.93979090216715
3,0.00676648956008816,43.50891771961984,74.33797,0.72215,26.61,32.62,102.93979090216715
4,0.0013219113259277946,41.53818655785868,74.33797,0.72215,26.61,32.62,102.93979090216715
5,0.006591081823103192,37.64061512368053,74.33797,0.72215,26.61,32.62,102.93979090216715
6,0.005368257195894194,34.849075059057675,74.33797,0.72215,26.61,32.62,102.93979090216715
7,0.00577677906141877,33.99035995446028,74.33797,0.72215,26.61,32.62,102.93979090216715
8,0.006424555974034308,30.207453256531643,74.33797,0.72215,26.61,32.62,102.93979090216715
9,0.013901392518455997,28.735276018340965,74.33797,0.72215,26.61,32.62,102.93979090216715
10,0.013611588366412035,27.27428660749395,74.33797,0.72215,26.61,32.62,102.93979090216715
11,0.004812927408641002,26.667891354855037,74.33797,0.72215,26.61,32.62,102.93979090216715
12,0.006830771939478376,25.630749096290746,74.33797,0.72215,26.61,32.62,102.93979090216715
13,0.0028660864817770374,24.910075375374,74.33797,0.72215,26.61,32.62,102.93979090216715
14,0.009146999086313352,23.881086280783567,74.33797,0.72215,26.61,32.62,102.93979090216715
15,0.006454199878751994,22.552504461533918,74.33797,0.72215,26.61,32.62,102.93979090216715
16,0.009286883192666514,22.056748739046643,74.33797,0.72215,26.61,32.62,102.93979090216715
17,0.0059439161174776175,21.331855601522136,74.33797,0.72215,26.61,32.62,102.93979090216715
18,0.003969176594556564,20.427533442554335,74.33797,0.72215,26.61,32.62,102.93979090216715
19,0.002004927294091645,19.885213446899126,74.33797,0.72215,26.61,32.62,102.93979090216715
0,0.0442675054314128,115.05198137290299,317.44544,4.28525,33.54,78.96,74.07862785135057
1,0.02524907248007202,101.0189423650143,317.44544,4.28525,33.54,78.96,74.07862785135057
2,0.05561286162891713,87.09139583894246,317.44544,4.28525,33.54,78.96,74.07862785135057
3,0.034381286786961056,82.03549547335045,317.44544,4.28525,33.54,78.96,74.07862785135057
4,0.01051372836677325,69.56258424976278,317.44544,4.28525,33.54,78.96,74.07862785135057
5,0.04284665792134357,59.82422690142553,317.44544,4.28525,33.54,78.96,74.07862785135057
6,0.12043091856541187,53.024714396800626,317.44544,4.28525,33.54,78.96,74.07862785135057
7,0.025825809442032076,46.06876920727033,317.44544,4.28525,33.54,78.96,74.07862785135057
8,0.018419128136286975,44.21396505726517,317.44544,4.28525,33.54,78.96,74.07862785135057
9,0.013473213827756273,42.9018922264505,317.44544,4.28525,33.54,78.96,74.07862785135057
10,0.05667702838899314,39.6757732296483,317.44544,4.28525,33.54,78.96,74.07862785135057
11,0.032839255319498974,38.12309623535905,317.44544,4.28525,33.54,78.96,74.07862785135057
12,0.07799899238931897,37.279638677075084,317.44544,4.28525,33.54,78.96,74.07862785135057
13,0.05420671756117101,33.77333076068026,317.44544,4.28525,33.54,78.96,74.07862785135057
14,0.011815105842676211,32.09521886997656,317.44544,4.28525,33.54,78.96,74.07862785135057
15,0.12514061901895263,30.78004653918496,317.44544,4.28525,33.54,78.96,74.07862785135057
16,0.04470251401493958,29.599355376593724,317.44544,4.28525,33.54,78.96,74.07862785135057
17,0.0061359777181761044,28.891254054784195,317.44544,4.28525,33.54,78.96,74.07862785135057
18,0.04653371194770739,27.505070823772993,317.44544,4.28525,33.54,78.96,74.07862785135057
19,0.025714241727750744,25.676870104812856,317.44544,4.28525,33.54,78.96,74.07862785135057
0,0.021581763028315562,115.05198137290299,317.44544,4.28525,33.54,78.96,74.07862785135057
1,0.007314721965733132,101.0189423650143,317.44544,4.28525,33.54,78.96,74.07862785135057
2,0.06332143710011837,87.09139583894246,317.44544,4.28525,33.54,78.96,74.07862785135057
3,0.04371132146450574,82.03549547335045,317.44544,4.28525,33.54,78.96,74.07862785135057
4,0.05602175165047505,69.56258424976278,317.44544,4.28525,33.54,78.96,74.07862785135057
5,0.022137119922877504,59.82422690142553,317.44544,4.28525,33.54,78.96,74.07862785135057
6,0.019216400206870484,53.024714396800626,317.44544,4.28525,33.54,78.96,74.07862785135057
7,0.027768808589296465,46.06876920727033,317.44544,4.28525,33.54,78.96,74.07862785135057
8,0.05404507152358637,44.21396505726517,317.44544,4.28525,33.54,78.96,74.07862785135057
9,0.014454519405177875,42.9018922264505,317.44544,4.28525,33.54,78.96,74.07862785135057
10,0.013398787940711195,39.6757732296483,317.44544,4.28525,33.54,78.96,74.07862785135057
11,0.041252445600495534,38.12309623535905,317.44544,4.28525,33.54,78.96,74.07862785135057
12,0.035920501563177415,37.279638677075084,317.44544,4.28525,33.54,78.96,74.07862785135057
13,0.06157591751237436,33.77333076068026,317.44544,4.28525,33.54,78.96,74.07862785135057
14,0.02463950696487212,32.09521886997656,317.44544,4.28525,33.54,78.96,74.07862785135057
15,0.022612708908427752,30.78004653918496,317.44544,4.28525,33.54,78.96,74.07862785135057
16,0.07480523508064725,29.599355376593724,317.44544,4.28525,33.54,78.96,74.07862785135057
17,0.04047003216207674,28.891254054784195,317.44544,4.28525,33.54,78.96,74.07862785135057
18,0.05652664090422069,27.505070823772993,317.44544,4.28525,33.54,78.96,74.07862785135057
19,0.0482304602985513,25.676870104812856,317.44544,4.28525,33.54,78.96,74.07862785135057
0,0.02187136927563032,115.05198137290299,317.44544,4.28525,33.54,78.96,74.07862785135057
1,0.0020891372674296757,101.0189423650143,317.44544,4.28525,33.54,78.96,74.07862785135057
2,0.04660102370031814,87.09139583894246,317.44544,4.28525,33.54,78.96,74.07862785135057
3,0.026781433227557546,82.03549547335045,317.44544,4.28525,33.54,78.96,74.07862785135057
4,0.01483401690843254,69.56258424976278,317.44544,4.28525,33.54,78.96,74.07862785135057
5,0.005670635100433087,59.82422690142553,317.44544,4.28525,33.54,78.96,74.07862785135057
6,0.016335541988874987,53.024714396800626,317.44544,4.28525,33.54,78.96,74.07862785135057
7,0.01896075735025018,46.06876920727033,317.44544,4.28525,33.54,78.96,74.07862785135057
8,0.028680685972455044,44.21396505726517,317.44544,4.28525,33.54,78.96,74.07862785135057
9,0.00357641898690127,42.9018922264505,317.44544,4.28525,33.54,78.96,74.07862785135057
10,0.017702730127283125,39.6757732296483,317.44544,4.28525,33.54,78.96,74.07862785135057
11,0.017022930379598837,38.12309623535905,317.44544,4.28525,33.54,78.96,74.07862785135057
12,0.022931512197456472,37.279638677075084,317.44544,4.28525,33.54,78.96,74.07862785135057
13,0.02865896409343461,33.77333076068026,317.44544,4.28525,33.54,78.96,74.07862785135057
14,0.01898980537061824,32.09521886997656,317.44544,4.28525,33.54,78.96,74.07862785135057
15,0.011452591440947683,30.78004653918496,317.44544,4.28525,33.54,78.96,74.07862785135057
16,0.03940965846454323,29.599355376593724,317.44544,4.28525,33.54,78.96,74.07862785135057
17,0.02326137499080493,28.891254054784195,317.44544,4.28525,33.54,78.96,74.07862785135057
18,0.014667519005385099,27.505070823772993,317.44544,4.28525,33.54,78.96,74.07862785135057
19,0.02340185870998954,25.676870104812856,317.44544,4.28525,33.54,78.96,74.07862785135057
0,0.022214089833713032,115.05198137290299,317.44544,4.28525,33.54,78.96,74.07862785135057
1,0.007529205721802348,101.0189423650143,317.44544,4.28525,33.54,78.96,74.07862785135057
2,0.01776705264133533,87.09139583894246,317.44544,4.28525,33.54,78.96,74.07862785135057
3,0.014416968679380932,82.03549547335045,317.44544,4.28525,33.54,78.96,74.07862785135057
4,0.0030724230078818756,69.56258424976278,317.44544,4.28525,33.54,78.96,74.07862785135057
5,0.010867162778249775,59.82422690142553,317.44544,4.28525,33.54,78.96,74.07862785135057
6,0.01587308071369445,53.024714396800626,317.44544,4.28525,33.54,78.96,74.07862785135057
7,0.011371268241463032,46.06876920727033,317.44544,4.28525,33.54,78.96,74.07862785135057
8,0.014589351090230894,44.21396505726517,317.44544,4.28525,33.54,78.96,74.07862785135057
9,0.019730452530804944,42.9018922264505,317.44544,4.28525,33.54,78.96,74.07862785135057
10,0.004195864852409965,39.6757732296483,317.44544,4.28525,33.54,78.96,74.07862785135057
11,0.013000681777038654,38.12309623535905,317.44544,4.28525,33.54,78.96,74.07862785135057
12,0.0020822980477458075,37.279638677075084,317.44544,4.28525,33.54,78.96,74.07862785135057
13,0.012377328663910845,33.77333076068026,317.44544,4.28525,33.54,78.96,74.07862785135057
14,0.002763505950202846,32.09521886997656,317.44544,4.28525,33.54,78.96,74.07862785135057
15,0.009767165780449456,30.78004653918496,317.44544,4.28525,33.54,78.96,74.07862785135057
16,0.025977038768961458,29.599355376593724,317.44544,4.28525,33.54,78.96,74.07862785135057
17,0.01803706321157247,28.891254054784195,317.44544,4.28525,33.54,78.96,74.07862785135057
18,0.007272868703583961,27.505070823772993,317.44544,4.28525,33.54,78.96,74.07862785135057
19,0.009580711228517428,25.676870104812856,317.44544,4.28525,33.54,78.96,74.07862785135057
0,0.032021650468389964,64.6406079627196,218.9995,2.31749,29.84,53.63,94.49857388812897
1,0.004221404330145241,62.06894695460291,218.9995,2.31749,29.84,53.63,94.49857388812897
2,0.038827830629813646,55.041062815879535,218.9995,2.31749,29.84,53.63,94.49857388812897
3,0.04649405696725038,54.11223367832195,218.9995,2.31749,29.84,53.63,94.49857388812897
4,0.014123487894567655,47.3428951785305,218.9995,2.31749,29.84,53.63,94.49857388812897
5,0.0598070035309939,42.96778794108335,218.9995,2.31749,29.84,53.63,94.49857388812897
6,0.024752753743389474,34.83523269269923,218.9995,2.31749,29.84,53.63,94.49857388812897
7,0.11795677548794502,31.680748661650515,218.9995,2.31749,29.84,53.63,94.49857388812897
8,0.06262380765906428,26.61370999294099,218.9995,2.31749,29.84,53.63,94.49857388812897
9,0.06110084977404075,25.68659821726466,218.9995,2.31749,29.84,53.63,94.49857388812897
10,0.012729603781354688,24.408885931321773,218.9995,2.31749,29.84,53.63,94.49857388812897
11,0.038218163286695056,22.950022044629858,218.9995,2.31749,29.84,53.63,94.49857388812897
12,0.08891557802850428,21.732439689012978,218.9995,2.31749,29.84,53.63,94.49857388812897
13,0.0896390888610409,19.578235011952817,218.9995,2.31749,29.84,53.63,94.49857388812897
14,0.016841324707606815,18.46463929283044,218.9995,2.31749,29.84,53.63,94.49857388812897
15,0.10025743179701856,17.439996974232184,218.9995,2.31749,29.84,53.63,94.49857388812897
16,0.016639357408742027,15.86156270570437,218.9995,2.31749,29.84,53.63,94.49857388812897
17,0.045844190789265424,15.39565549370355,218.9995,2.31749,29.84,53.63,94.49857388812897
18,0.06535503005646681,14.65329442324001,218.9995,2.31749,29.84,53.63,94.49857388812897
19,0.029494996430896328,14.179350357750753,218.9995,2.31749,29.84,53.63,94.49857388812897
0,0.011189482410438753,64.6406079627196,218.9995,2.31749,29.84,53.63,94.49857388812897
1,0.002108355201198175,62.06894695460291,218.9995,2.31749,29.84,53.63,94.49857388812897
2,0.04497253603664954,55.041062815879535,218.9995,2.31749,29.84,53.63,94.49857388812897
3,0.014615249435407146,54.11223367832195,218.9995,2.31749,29.84,53.63,94.49857388812897
4,0.10911240770084556,47.3428951785305,218.9995,2.31749,29.84,53.63,94.49857388812897
5,0.07998799234580826,42.96778794108335,218.9995,2.31749,29.84,53.63,94.49857388812897
6,0.026735656159096382,34.83523269269923,218.9995,2.31749,29.84,53.63,94.49857388812897
7,0.07277251699998041,31.680748661650515,218.9995,2.31749,29.84,53.63,94.49857388812897
8,0.030982942566687426,26.61370999294099,218.9995,2.31749,29.84,53.63,94.49857388812897
9,0.035141564777220795,25.68659821726466,218.9995,2.31749,29.84,53.63,94.49857388812897
10,0.03572540873276875,24.408885931321773,218.9995,2.31749,29.84,53.63,94.49857388812897
11,0.09385483656300032,22.950022044629858,218.9995,2.31749,29.84,53.63,94.49857388812897
12,0.037788519823067475,21.732439689012978,218.9995,2.31749,29.84,53.63,94.49857388812897
13,0.0682834414275749,19.578235011952817,218.9995,2.31749,29.84,53.63,94.49857388812897
14,0.07729263703440274,18.46463929283044,218.9995,2.31749,29.84,53.63,94.49857388812897
15,0.06086062300848235,17.439996974232184,218.9995,2.31749,29.84,53.63,94.49857388812897
16,0.12630665366346167,15.86156270570437,218.9995,2.31749,29.84,53.63,94.49857388812897
17,0.014638735268309295,15.39565549370355,218.9995,2.31749,29.84,53.63,94.49857388812897
18,0.047366791045207565,14.65329442324001,218.9995,2.31749,29.84,53.63,94.49857388812897
19,0.010233193863907796,14.179350357750753,218.9995,2.31749,29.84,53.63,94.49857388812897
0,0.010236951283877449,64.6406079627196,218.9995,2.31749,29.84,53.63,94.49857388812897
1,0.007406656221712598,62.06894695460291,218.9995,2.31749,29.84,53.63,94.49857388812897
2,0.023293058290075278,55.041062815879535,218.9995,2.31749,29.84,53.63,94.49857388812897
3,0.019352074947295243,54.11223367832195,218.9995,2.31749,29.84,53.63,94.49857388812897
4,0.04771501348451428,47.3428951785305,218.9995,2.31749,29.84,53.63,94.49857388812897
5,0.06947857617394994,42.96778794108335,218.9995,2.31749,29.84,53.63,94.49857388812897
6,0.010623425793344628,34.83523269269923,218.9995,2.31749,29.84,53.63,94.49857388812897
7,0.03156072317377215,31.680748661650515,218.9995,2.31749,29.84,53.63,94.49857388812897
8,0.0209657139172387,26.61370999294099,218.9995,2.31749,29.84,53.63,94.49857388812897
9,0.02909474086357436,25.68659821726466,218.9995,2.31749,29.84,53.63,94.49857388812897
10,0.021082933825191844,24.408885931321773,218.9995,2.31749,29.84,53.63,94.49857388812897
11,0.03643754778275978,22.950022044629858,218.9995,2.31749,29.84,53.63,94.49857388812897
12,0.031218581119835578,21.732439689012978,218.9995,2.31749,29.84,53.63,94.49857388812897
13,0.033108454647867026,19.578235011952817,218.9995,2.31749,29.84,53.63,94.49857388812897
14,0.008955779090198403,18.46463929283044,218.9995,2.31749,29.84,53.63,94.49857388812897
15,0.010549989437648014,17.439996974232184,218.9995,2.31749,29.84,53.63,94.49857388812897
16,0.044619042056025404,15.86156270570437,218.9995,2.31749,29.84,53.63,94.49857388812897
17,0.017276601714670214,15.39565549370355,218.9995,2.31749,29.84,53.63,94.49857388812897
18,0.008567341937145005,14.65329442324001,218.9995,2.31749,29.84,53.63,94.49857388812897
19,0.009226829426807458,14.179350357750753,218.9995,2.31749,29.84,53.63,94.49857388812897
0,0.022489901484155462,64.6406079627196,218.9995,2.31749,29.84,53.63,94.49857388812897
1,0.014021337209085777,62.06894695460291,218.9995,2.31749,29.84,53.63,94.49857388812897
2,0.010828315332497077,55.041062815879535,218.9995,2.31749,29.84,53.63,94.49857388812897
3,0.002153961380473816,54.11223367832195,218.9995,2.31749,29.84,53.63,94.49857388812897
4,0.0201332858088337,47.3428951785305,218.9995,2.31749,29.84,53.63,94.49857388812897
5,0.0214322625645148,42.96778794108335,218.9995,2.31749,29.84,53.63,94.49857388812897
6,0.032705946405059104,34.83523269269923,218.9995,2.31749,29.84,53.63,94.49857388812897
7,0.022577933857568,31.680748661650515,218.9995,2.31749,29.84,53.63,94.49857388812897
8,0.00942673016114744,26.61370999294099,218.9995,2.31749,29.84,53.63,94.49857388812897
9,0.01458973921348152,25.68659821726466,218.9995,2.31749,29.84,53.63,94.49857388812897
10,0.009812467930890715,24.408885931321773,218.9995,2.31749,29.84,53.63,94.49857388812897
11,0.020327881257188624,22.950022044629858,218.9995,2.31749,29.84,53.63,94.49857388812897
12,0.010457439449437157,21.732439689012978,218.9995,2.31749,29.84,53.63,94.49857388812897
13,0.03446744232777773,19.578235011952817,218.9995,2.31749,29.84,53.63,94.49857388812897
14,0.01584816865170178,18.46463929283044,218.9995,2.31749,29.84,53.63,94.49857388812897
15,0.009825303464002887,17.439996974232184,218.9995,2.31749,29.84,53.63,94.49857388812897
16,0.019511958361811407,15.86156270570437,218.9995,2.31749,29.84,53.63,94.49857388812897
17,0.01272606357294214,15.39565549370355,218.9995,2.31749,29.84,53.63,94.49857388812897
18,0.013682622604447126,14.65329442324001,218.9995,2.31749,29.84,53.63,94.49857388812897
19,0.020180842298613645,14.179350357750753,218.9995,2.31749,29.84,53.63,94.49857388812897
0,0.04436242031930774,65.05326520956883,178.91624,2.40556,29.84,53.63,74.37612863532816
1,0.04718966601496135,60.05542870792828,178.91624,2.40556,29.84,53.63,74.37612863532816
2,0.06701950709498793,56.32359289547136,178.91624,2.40556,29.84,53.63,74.37612863532816
3,0.036893054044015265,46.61261560560294,178.91624,2.40556,29.84,53.63,74.37612863532816
4,0.12933741717975425,41.949039656693,178.91624,2.40556,29.84,53.63,74.37612863532816
5,0.08997725676266784,36.265585301801835,178.91624,2.40556,29.84,53.63,74.37612863532816
6,0.10261501244104657,29.482120710499604,178.91624,2.40556,29.84,53.63,74.37612863532816
7,0.0373466330331957,28.279514513016245,178.91624,2.40556,29.84,53.63,74.37612863532816
8,0.089729755983167,26.552262379107624,178.91624,2.40556,29.84,53.63,74.37612863532816
9,0.13228399341678784,24.904932828431708,178.91624,2.40556,29.84,53.63,74.37612863532816
10,0.08774853613513452,22.798639289215572,178.91624,2.40556,29.84,53.63,74.37612863532816
11,0.064770130597963,22.315882832446032,178.91624,2.40556,29.84,53.63,74.37612863532816
12,0.012240682807651962,19.973668074651155,178.91624,2.40556,29.84,53.63,74.37612863532816
13,0.0282519599082559,18.115568177408985,178.91624,2.40556,29.84,53.63,74.37612863532816
14,0.03271919294890657,18.085115297635454,178.91624,2.40556,29.84,53.63,74.37612863532816
15,0.008771839216731138,17.16744834067164,178.91624,2.40556,29.84,53.63,74.37612863532816
16,0.023265068299062105,16.46288981309168,178.91624,2.40556,29.84,53.63,74.37612863532816
17,0.08836284945153221,15.810429067883458,178.91624,2.40556,29.84,53.63,74.37612863532816
18,0.06866349607091704,14.678154474220726,178.91624,2.40556,29.84,53.63,74.37612863532816
19,0.0853859973465462,14.268378638677126,178.91624,2.40556,29.84,53.63,74.37612863532816
0,0.06420382460668074,65.05326520956883,178.91624,2.40556,29.84,53.63,74.37612863532816
1,0.025718122021946222,60.05542870792828,178.91624,2.40556,29.84,53.63,74.37612863532816
2,0.049170632668282345,56.32359289547136,178.91624,2.40556,29.84,53.63,74.37612863532816
3,0.0523674020953057,46.61261560560294,178.91624,2.40556,29.84,53.63,74.37612863532816
4,0.04503763615165661,41.949039656693,178.91624,2.40556,29.84,53.63,74.37612863532816
5,0.08673318291662196,36.265585301801835,178.91624,2.40556,29.84,53.63,74.37612863532816
6,0.0852587829363121,29.482120710499604,178.91624,2.40556,29.84,53.63,74.37612863532816
7,0.059422628145692775,28.279514513016245,178.91624,2.40556,29.84,53.63,74.37612863532816
8,0.022556726667380685,26.552262379107624,178.91624,2.40556,29.84,53.63,74.37612863532816
9,0.021817605515119777,24.904932828431708,178.91624,2.40556,29.84,53.63,74.37612863532816
10,0.047843629613748356,22.798639289215572,178.91624,2.40556,29.84,53.63,74.37612863532816
11,0.07967295880323289,22.315882832446032,178.91624,2.40556,29.84,53.63,74.37612863532816
12,0.04970095277658433,19.973668074651155,178.91624,2.40556,29.84,53.63,74.37612863532816
13,0.08820564411847408,18.115568177408985,178.91624,2.40556,29.84,53.63,74.37612863532816
14,0.030295522042367136,18.085115297635454,178.91624,2.40556,29.84,53.63,74.37612863532816
15,0.02879725123003027,17.16744834067164,178.91624,2.40556,29.84,53.63,74.37612863532816
16,0.013650175751683641,16.46288981309168,178.91624,2.40556,29.84,53.63,74.37612863532816
17,0.028873873354873153,15.810429067883458,178.91624,2.40556,29.84,53.63,74.37612863532816
18,0.04210955086250906,14.678154474220726,178.91624,2.40556,29.84,53.63,74.37612863532816
19,0.07741915303368863,14.268378638677126,178.91624,2.40556,29.84,53.63,74.37612863532816
0,0.04905556253708958,65.05326520956883,178.91624,2.40556,29.84,53.63,74.37612863532816
1,0.016520241804749886,60.05542870792828,178.91624,2.40556,29.84,53.63,74.37612863532816
2,0.02783737717011865,56.32359289547136,178.91624,2.40556,29.84,53.63,74.37612863532816
3,0.039443951050405976,46.61261560560294,178.91624,2.40556,29.84,53.63,74.37612863532816
4,0.03195224842804437,41.949039656693,178.91624,2.40556,29.84,53.63,74.37612863532816
5,0.02748773275518834,36.265585301801835,178.91624,2.40556,29.84,53.63,74.37612863532816
6,0.03904854465712749,29.482120710499604,178.91624,2.40556,29.84,53.63,74.37612863532816
7,0.02039383627944096,28.279514513016245,178.91624,2.40556,29.84,53.63,74.37612863532816
8,0.02214363563098401,26.552262379107624,178.91624,2.40556,29.84,53.63,74.37612863532816
9,0.014139573691054404,24.904932828431708,178.91624,2.40556,29.84,53.63,74.37612863532816
10,0.031023829243569594,22.798639289215572,178.91624,2.40556,29.84,53.63,74.37612863532816
11,0.024419364557489796,22.315882832446032,178.91624,2.40556,29.84,53.63,74.37612863532816
12,0.018967760400241236,19.973668074651155,178.91624,2.40556,29.84,53.63,74.37612863532816
13,0.04448832864108042,18.115568177408985,178.91624,2.40556,29.84,53.63,74.37612863532816
14,0.016681265247488947,18.085115297635454,178.91624,2.40556,29.84,53.63,74.37612863532816
15,0.021642097319061897,17.16744834067164,178.91624,2.40556,29.84,53.63,74.37612863532816
16,0.017626167153298296,16.46288981309168,178.91624,2.40556,29.84,53.63,74.37612863532816
17,0.015598736599048346,15.810429067883458,178.91624,2.40556,29.84,53.63,74.37612863532816
18,0.04282961882508332,14.678154474220726,178.91624,2.40556,29.84,53.63,74.37612863532816
19,0.018463286934190852,14.268378638677126,178.91624,2.40556,29.84,53.63,74.37612863532816
0,0.016014459598106497,65.05326520956883,178.91624,2.40556,29.84,53.63,74.37612863532816
1,0.02580533547608812,60.05542870792828,178.91624,2.40556,29.84,53.63,74.37612863532816
2,0.011874134876531406,56.32359289547136,178.91624,2.40556,29.84,53.63,74.37612863532816
3,0.010956969609049197,46.61261560560294,178.91624,2.40556,29.84,53.63,74.37612863532816
4,0.02251048057772583,41.949039656693,178.91624,2.40556,29.84,53.63,74.37612863532816
5,0.012170265027548807,36.265585301801835,178.91624,2.40556,29.84,53.63,74.37612863532816
6,0.008931302346162972,29.482120710499604,178.91624,2.40556,29.84,53.63,74.37612863532816
7,0.0054115521176832165,28.279514513016245,178.91624,2.40556,29.84,53.63,74.37612863532816
8,0.01648357755877787,26.552262379107624,178.91624,2.40556,29.84,53.63,74.37612863532816
9,0.014052273061575074,24.904932828431708,178.91624,2.40556,29.84,53.63,74.37612863532816
10,0.022580439328170037,22.798639289215572,178.91624,2.40556,29.84,53.63,74.37612863532816
11,0.006558343846873585,22.315882832446032,178.91624,2.40556,29.84,53.63,74.37612863532816
12,0.02127846730584223,19.973668074651155,178.91624,2.40556,29.84,53.63,74.37612863532816
13,0.01753037275075412,18.115568177408985,178.91624,2.40556,29.84,53.63,74.37612863532816
14,0.0046519980750164315,18.085115297635454,178.91624,2.40556,29.84,53.63,74.37612863532816
15,0.005692062327849948,17.16744834067164,178.91624,2.40556,29.84,53.63,74.37612863532816
16,0.010598492201044184,16.46288981309168,178.91624,2.40556,29.84,53.63,74.37612863532816
17,0.010368195776898884,15.810429067883458,178.91624,2.40556,29.84,53.63,74.37612863532816
18,0.017342892737890754,14.678154474220726,178.91624,2.40556,29.84,53.63,74.37612863532816
19,0.012927421975095128,14.268378638677126,178.91624,2.40556,29.84,53.63,74.37612863532816
0,0.00402346643107471,70.36828042629924,80.35746,0.82998,26.61,32.62,96.81854984457456
1,0.004858397844368844,61.22827337658051,80.35746,0.82998,26.61,32.62,96.81854984457456
2,0.021526517460984856,55.41076857167443,80.35746,0.82998,26.61,32.62,96.81854984457456
3,0.028451917158646683,47.71439238024549,80.35746,0.82998,26.61,32.62,96.81854984457456
4,0.01457609249958556,45.646543869992165,80.35746,0.82998,26.61,32.62,96.81854984457456
5,0.004602187434225844,41.936138802711696,80.35746,0.82998,26.61,32.62,96.81854984457456
6,0.014108792297314687,36.50090833574449,80.35746,0.82998,26.61,32.62,96.81854984457456
7,0.017803229102876326,35.71447595539174,80.35746,0.82998,26.61,32.62,96.81854984457456
8,0.02062996502538393,32.04019689464825,80.35746,0.82998,26.61,32.62,96.81854984457456
9,0.012882198920385154,31.788777433881798,80.35746,0.82998,26.61,32.62,96.81854984457456
10,0.01382386824605326,30.525744897596013,80.35746,0.82998,26.61,32.62,96.81854984457456
11,0.006691749811274581,28.921500315597488,80.35746,0.82998,26.61,32.62,96.81854984457456
12,0.022804863815180636,27.10725776728627,80.35746,0.82998,26.61,32.62,96.81854984457456
13,0.013084978144097847,26.420070590978476,80.35746,0.82998,26.61,32.62,96.81854984457456
14,0.025694619271857837,26.328369046054686,80.35746,0.82998,26.61,32.62,96.81854984457456
15,0.0203920861259795,24.683066606059583,80.35746,0.82998,26.61,32.62,96.81854984457456
16,0.021646726503408632,23.32548172215737,80.35746,0.82998,26.61,32.62,96.81854984457456
17,0.011374782425730437,22.700661045806566,80.35746,0.82998,26.61,32.62,96.81854984457456
18,0.017268948913305188,22.069382160333053,80.35746,0.82998,26.61,32.62,96.81854984457456
19,0.004294888837486199,21.55950746055868,80.35746,0.82998,26.61,32.62,96.81854984457456
0,0.0165034806592709,70.36828042629924,80.35746,0.82998,26.61,32.62,96.81854984457456
1,0.019532401525092894,61.22827337658051,80.35746,0.82998,26.61,32.62,96.81854984457456
2,0.0089414273672291,55.41076857167443,80.35746,0.82998,26.61,32.62,96.81854984457456
3,0.0233914844522334,47.71439238024549,80.35746,0.82998,26.61,32.62,96.81854984457456
4,0.01503629347523308,45.646543869992165,80.35746,0.82998,26.61,32.62,96.81854984457456
5,0.016483998842589276,41.936138802711696,80.35746,0.82998,26.61,32.62,96.81854984457456
6,0.013718547048345327,36.50090833574449,80.35746,0.82998,26.61,32.62,96.81854984457456
7,0.012314222768013174,35.71447595539174,80.35746,0.82998,26.61,32.62,96.81854984457456
8,0.014136537201852293,32.04019689464825,80.35746,0.82998,26.61,32.62,96.81854984457456
9,0.004897679865063753,31.788777433881798,80.35746,0.82998,26.61,32.62,96.81854984457456
10,0.01412656110391845,30.525744897596013,80.35746,0.82998,26.61,32.62,96.81854984457456
11,0.012033324553387991,28.921500315597488,80.35746,0.82998,26.61,32.62,96.81854984457456
12,0.028048504880073797,27.10725776728627,80.35746,0.82998,26.61,32.62,96.81854984457456
13,0.010064854513430728,26.420070590978476,80.35746,0.82998,26.61,32.62,96.81854984457456
14,0.042125915981824844,26.328369046054686,80.35746,0.82998,26.61,32.62,96.81854984457456
15,0.012882245050297126,24.683066606059583,80.35746,0.82998,26.61,32.62,96.81854984457456
16,0.0031819098390337584,23.32548172215737,80.35746,0.82998,26.61,32.62,96.81854984457456
17,0.009932765416207759,22.700661045806566,80.35746,0.82998,26.61,32.62,96.81854984457456
18,0.01439677877157451,22.069382160333053,80.35746,0.82998,26.61,32.62,96.81854984457456
19,0.007930429111837833,21.55950746055868,80.35746,0.82998,26.61,32.62,96.81854984457456
0,0.008793246747821767,70.36828042629924,80.35746,0.82998,26.61,32.62,96.81854984457456
1,0.006615408104358463,61.22827337658051,80.35746,0.82998,26.61,32.62,96.81854984457456
2,0.011853999178799753,55.41076857167443,80.35746,0.82998,26.61,32.62,96.81854984457456
3,0.007446786306924952,47.71439238024549,80.35746,0.82998,26.61,32.62,96.81854984457456
4,0.008311679735149465,45.646543869992165,80.35746,0.82998,26.61,32.62,96.81854984457456
5,0.007330898963488005,41.936138802711696,80.35746,0.82998,26.61,32.62,96.81854984457456
6,0.011096788057923131,36.50090833574449,80.35746,0.82998,26.61,32.62,96.81854984457456
